1669656930085,95.0
1669656949807,94.0
1669657250632,93.0
1669657599533,92.0
1669657792850,91.0
1669657913444,91.0
1669658227352,89.0
1669658535447,88.0
1669658845070,87.0
1669658992905,86.0
1669659161927,86.0
1669659468520,85.0
1669659532936,84.0
1669659772087,84.0
1669660065504,83.0
1669660366201,82.0
1669660433049,81.0
1669660656737,81.0
1669660935659,80.0
1669661226221,79.0
1669661510977,78.0
1669661791404,77.0
1669662076236,76.0
1669662174576,75.0
1669662352374,75.0
1669662628522,74.0
1669662906081,73.0
1669663185074,72.0
1669663434624,71.0
1669663462564,71.0
1669663737175,70.0
1669664014676,69.0
1669664216229,68.0
1669664293646,68.0
1669664565364,67.0
1669664834115,66.0
1669665101476,65.0
1669665365892,64.0
1669665627337,63.0
1669665887327,62.0
1669666144442,61.0
1669666397100,60.0
1669666651157,59.0
1669666899464,58.0
1669667096324,58.0
1669667147774,57.0
1669667396021,56.0
1669667636372,56.0
1669667888312,55.0
1669668133797,54.0
1669668386576,53.0
1669668637880,52.0
1669668893494,51.0
1669668957840,51.0
1669669144602,50.0
1669669400057,49.0
1669669656965,48.0
1669669913868,47.0
1669670169286,46.0
1669670433381,45.0
1669670693087,44.0
1669670734994,44.0
1669670959960,43.0
1669671210860,42.0
1669671469001,41.0
1669671743129,40.0
1669672007088,39.0
1669672276841,38.0
1669672545086,37.0
1669672811909,36.0
1669673080110,35.0
1669673346901,34.0
1669673613681,33.0
1669673699432,33.0
1669673878966,32.0
1669674136992,31.0
1669674403673,30.0
1669674670442,29.0
1669674839542,28.0
1669674934292,28.0
1669675192339,27.0
1669675470658,26.0
1669675756128,25.0
1669676032932,23.0
1669676101000,23.0
1669676293904,22.0
1669676461029,22.0
1669676561929,21.0
1669676814157,20.0
1669677061070,19.0
1669677318788,18.0
1669677481099,18.0
1669677558040,17.0
1669677804510,17.0
1669678033628,16.0
1669678261212,15.0
1669678441210,14.0
1669678474384,14.0
1669678694797,13.0
1669678900772,12.0
1669679122593,11.0
1669679335729,10.0
1669679545929,9.0
1669679754743,9.0
1669679964976,8.0
1669680160695,7.0
1669680338988,7.0
1669680504248,7.0
1669680643425,6.0
1669680763747,6.0
1669680869593,5.0
1669680960914,4.0
1669681042129,2.0
1669681118979,1.0
1669681190163,0.0
1669681190498,0.0
