1685463168480,97.0
1685463176847,97.0
1685463420369,96.0
1685463584105,96.0
1685463946843,95.0
1685464033039,95.0
1685464709720,93.0
1685465264129,92.0
1685465310340,92.0
1685465624183,91.0
1685465684205,91.0
1685465924009,91.0
1685466525957,90.0
1685466704329,89.0
1685467089948,88.0
1685467485566,88.0
1685467652540,87.0
1685468200491,86.0
1685468701834,85.0
1685469225702,84.0
1685469783318,83.0
1685470305186,82.0
1685470366965,82.0
1685470835815,81.0
1685471359215,80.0
1685471886891,79.0
1685472389787,78.0
1685472936260,76.0
1685473427101,76.0
1685473472683,75.0
1685473667129,75.0
1685473907224,75.0
1685473959418,74.0
1685474268447,74.0
1685474481188,73.0
1685475019036,72.0
1685475168503,72.0
1685475549612,71.0
1685475648553,71.0
1685476023035,70.0
1685476036290,70.0
1685476563534,69.0
1685476968630,68.0
1685477028654,68.0
1685477107982,68.0
1685477508758,67.0
1685477616088,67.0
1685477749982,67.0
1685477930023,66.0
1685477990045,66.0
1685478135731,66.0
1685478350078,66.0
1685478650117,65.0
1685478650868,65.0
1685478770155,65.0
1685478870535,65.0
1685479160432,64.0
1685479310224,64.0
1685479656748,63.0
1685480158896,62.0
1685480330294,62.0
1685480642178,61.0
1685481106347,60.0
1685481570626,59.0
1685481651657,59.0
1685482018787,59.0
1685482371709,58.0
1685482431749,58.0
1685482475636,58.0
1685482731788,57.0
1685482896128,57.0
1685483322357,56.0
1685483747118,55.0
1685484179286,54.0
1685484618698,54.0
1685484711951,53.0
1685485040684,53.0
1685485433288,52.0
1685485490307,52.0
1685485948667,51.0
1685486153339,50.0
1685486415718,50.0
1685486903152,49.0
1685487293408,48.0
1685487390611,48.0
1685487869398,47.0
1685488313540,46.0
1685488325015,46.0
1685488494773,46.0
1685488734807,45.0
1685488810866,45.0
1685489308592,44.0
1685489807759,43.0
1685489874881,43.0
1685490312747,42.0
1685490820538,41.0
1685491326900,40.0
1685491434958,40.0
1685491862413,39.0
1685492156264,38.0
1685492361727,38.0
1685492866597,37.0
1685493377433,36.0
1685493836357,35.0
1685493894231,35.0
1685494196373,34.0
1685494256404,34.0
1685494376431,34.0
1685494425577,33.0
1685494856470,33.0
1685494951117,32.0
1685495475092,31.0
1685495937830,30.0
1685496117858,30.0
1685496297914,30.0
1685496553677,29.0
1685497102360,28.0
1685497378043,27.0
1685497636429,27.0
1685498167647,26.0
1685498638048,25.0
1685498693037,25.0
1685498818075,24.0
1685498938106,24.0
1685499118197,24.0
1685499678281,23.0
1685500079526,22.0
1685500659158,21.0
1685501126297,20.0
1685501459547,19.0
1685501579561,19.0
1685502099798,18.0
1685502532065,17.0
1685502719689,17.0
1685502945367,16.0
1685503355659,15.0
1685503748577,14.0
1685504112448,14.0
1685504458840,13.0
1685504795024,12.0
1685505137028,11.0
1685505518378,11.0
1685505904099,10.0
1685506315958,9.0
1685506622441,8.0
1685506745306,8.0
1685507192207,7.0
1685507631803,7.0
1685507822521,7.0
1685508029223,6.0
1685508332033,6.0
1685508482572,6.0
1685508560614,6.0
1685508748445,5.0
1685508907098,5.0
1685509051220,5.0
1685509186617,4.0
1685509322636,4.0
1685509323451,4.0
1685509442662,4.0
1685509480688,3.0
1685509699168,0.0
