1663825100271,79.0
1663825105758,78.0
1663825586458,76.0
1663825940844,75.0
1663826278820,74.0
1663826572166,73.0
1663826843384,72.0
1663827270324,71.0
1663827378062,71.0
1663828052308,71.0
1663830389379,70.0
1663834949364,69.0
1663839397149,68.0
1663843707156,67.0
1663845627948,67.0
1663847467288,67.0
1663847468757,67.0
1663848313509,67.0
1663849454513,66.0
1663849467577,66.0
1663855348223,66.0
1663861040401,64.0
1663866188150,63.0
1663869403936,63.0
1663869530464,63.0
1663875928448,62.0
1663880438729,62.0
1663883576176,61.0
1663887859544,59.0
1663887878568,59.0
1663887938122,59.0
1663888446211,59.0
1663889212605,58.0
1663890312588,57.0
1663890772167,57.0
1663890784445,57.0
1663891215366,57.0
1663891223166,56.0
